ISBN           Title                                    Ed  Author(s)                                     Year  Price   
9819468323514  Developing Operating Security             6  Jenny Null & Eve Null                         1992   84.28
7357757293699  Game Concepts                             7  Eve Null & Jenny Kurose                       1995   26.59
6947858184932  Computer Networks                         5  Alice Kurose & Bob Null                       2018   41.01
8107738478651  Game Principles                           8  Bob Patterson & Charlie Lee                   2005    5.90
7423954968634  Database Security                         1  Eve Silberschatz                              2000   66.98
7352181443383  Game Basics                               7  Gerry Tanenbaum & Harry Tanenbaum             2014   20.67
0299296602801  Game Principles                           5  David Kurose                                  2007   24.31
0129538481697  Computer Networks                         2  Bob Quicksilver & Charlie Patterson           2008    0.62
7889882018198  Understanding Database Concepts           7  Alice Ross & Irene Lee                        1995   36.48
6429630810423  Game Basics                               5  David Lee & Alice Lee                         1992   30.34
1484427492301  Advanced Database Networks                1  Irene Patterson                               2010   60.52
0508597648452  Introduction to Secure Security           3  David Quicksilver & Charlie Null              1991   16.75
1824017284386  Python Principles                         4  Gerry O'Reilly                                2003    2.09
3270292753355  Game Basics                               7  Jenny Silberschatz                            1997   92.62
8985874628890  Python Principles                         3  Gerry Null                                    2018   72.48
6964951657399  Mastering Java Systems                    2  Harry Patterson                               2000    8.96
1826316521438  Hacking Game Networks                     6  Harry O'Reilly & David Miller                 1998    8.00
0295510409836  Advanced Secure Concepts                  9  Gerry Tanenbaum                               1995   64.14
2494216897493  Advanced Hardware Problems                4  Alice Kurose & Harry Silberschatz             1991   92.42
8996005584670  Web Principles                            5  Charlie Ross & David Lee                      2005   23.94
1195885596769  Understanding Java Systems                5  Eve Null & David Quicksilver                  1991   28.62
5500647868687  Java Problems                             1  David Lee & Jenny Quicksilver                 2012   61.10
8764866379338  Advanced Python Fundamentals              1  Irene Quicksilver                             1999   13.04
9436189407689  Diving into Secure Security               2  Frank Lee & David Kurose                      2018   86.69
7643053355496  Developing Java Concepts                  5  Bob Miller                                    2017   28.06
6847632441634  Database Principles                       8  Eve Tanenbaum & Jenny Miller                  1990   24.79
8771665453137  Python Principles                         9  Bob Tanenbaum                                 1993   20.47
5975418752316  Introduction to Database Networks         7  Alice Patterson & Eve Null                    1995   30.13
4568572088981  Secure Fundamentals                       1  Charlie Ross                                  2010   76.81
3520104782178  Computer Systems                          5  Alice Patterson                               1990   95.26
9749468405707  Hardware Basics                           4  Alice Lee                                     2009   43.51
6050818130023  Database Networks                         8  Frank Patterson                               2016   16.05
0175158746545  Operating Fundamentals                    2  Alice Miller & Irene Ross                     2002   28.01
2935653281245  Operating Security                        5  Eve Quicksilver & David Tanenbaum             1998   58.29
9008366497788  Secure Networks                           5  Charlie Tanenbaum                             2008    6.95
3243843014565  Database Concepts                         2  Eve Silberschatz & Irene Tanenbaum            2018   73.31
0556161944820  Introduction to Java Systems              8  Eve Tanenbaum                                 2011   29.96
4491869764265  Web Fundamentals                          3  Bob Kurose & Harry Tanenbaum                  1992   65.23
7164535918668  Advanced Python Systems                   7  Frank O'Reilly                                2001   66.81
5772330058288  Introduction to Python Problems           9  Gerry Miller                                  1990   93.97
0333517041337  Operating Basics                          4  Charlie Ross & Harry Ross                     2002   15.86
8923247769194  Hardware Principles                       2  Charlie Kurose & Irene Null                   2004   85.03
2757102910542  Database Problems                         9  David Miller & Harry Miller                   1992   41.19
2396438757196  Hacking Game Basics                       7  Gerry Patterson                               2013   80.30
7382880449644  Database Systems                          2  Bob Ross & Irene Lee                          2002   37.34
4986095180035  Developing Java Concepts                  1  Bob Null & Alice Quicksilver                  1993   41.64
0287820257529  Hacking C++ Concepts                      1  Bob Silberschatz                              1998   41.35
5675454905298  Web Basics                                2  Frank Tanenbaum & Charlie Lee                 1992   49.16
0196409423606  Operating Basics                          2  Frank Tanenbaum                               1999    2.96
8417680037451  Advanced Web Concepts                     6  Bob Patterson                                 2006   37.55
5360841289656  Mastering Database Systems                7  Irene Patterson                               2004   16.38
1424011593017  Mastering Java Problems                   9  Irene Patterson                               2018   49.54
8729420052908  Introduction to Hardware Basics           3  Gerry Tanenbaum & Eve O'Reilly                2015   38.28
7312840660246  Introduction to Game Networks             5  Alice Ross & Eve O'Reilly                     1998   34.06
6216599427942  Understanding Hardware Systems            3  David Quicksilver & Irene Patterson           2007   66.91
5786736503522  C++ Concepts                              4  Alice Kurose                                  2015   54.35
9882765600001  Secure Systems                            7  Jenny Miller & Alice Ross                     1994   21.56
1813311307207  Python Problems                           9  Eve Tanenbaum & Eve Quicksilver               1999   41.50
5514872238242  Advanced Operating Basics                 5  Gerry Null & Harry Tanenbaum                  2017   84.24
4620332269821  Hardware Basics                           7  Irene Kurose                                  1997    1.22
2026348591116  Python Networks                           1  Gerry O'Reilly                                2018   96.84
7276242554988  Advanced Hardware Security                4  Bob O'Reilly & Jenny Tanenbaum                2005   75.51
9357035489629  Hardware Fundamentals                     1  David Patterson & David O'Reilly              2018    9.31
9028360614272  Computer Networks                         7  David Miller                                  1999   60.65
2695273992119  Java Principles                           6  Jenny Kurose & Jenny O'Reilly                 1990   14.92
5768852333633  Python Fundamentals                       9  Gerry O'Reilly                                2016   82.17
6030039218703  Advanced Hardware Systems                 6  Jenny Quicksilver                             2006    3.81
7932046897942  Introduction to Java Principles           7  Charlie Silberschatz                          2014   90.52
6620513273196  Game Concepts                             3  Charlie Quicksilver & Charlie Kurose          2004   84.01
5497377155790  Mastering Python Fundamentals             7  Charlie Null                                  2014   19.98
4193731010529  Introduction to Game Concepts             1  Frank Silberschatz & Alice Kurose             1990    0.91
5626555167992  Web Systems                               1  Alice Miller & Bob Tanenbaum                  1997   51.26
6108717097859  Understanding Operating Networks          2  Bob Patterson & Irene O'Reilly                2004   24.80
0997017175593  Web Fundamentals                          7  Jenny Silberschatz                            1994    0.60
2201310563692  Operating Security                        7  Jenny O'Reilly                                2007   64.05
1126078257829  Advanced Java Networks                    6  Harry Silberschatz                            2013   68.74
1702594854359  Diving into Secure Security               5  Gerry Kurose & Charlie Lee                    2003   53.81
5953340915483  Hardware Concepts                         9  Irene Lee                                     2004   88.09
1386355994524  Hacking Secure Fundamentals               7  Jenny Ross                                    2016   16.56
1130968031789  Web Concepts                              1  Jenny Kurose                                  2006   29.71
0498676275965  Developing Database Principles            8  Eve Kurose                                    1994   13.92
1419195586268  Understanding Game Problems               4  David Null                                    1994   58.21
5057635446199  Diving into Computer Basics               4  Gerry Null & Frank Quicksilver                1990    6.15
6655722721893  Java Basics                               3  Irene Quicksilver & Eve Null                  2018    0.83
6383367303482  Developing C++ Networks                   4  Gerry Lee & David Kurose                      2004    1.73
8310883157316  Web Principles                            9  Bob Tanenbaum                                 2010   57.64
1592823861586  Database Security                         4  Alice Ross                                    1998   82.83
4083956789012  Hacking Secure Systems                    9  Frank Quicksilver                             1990   66.48
6727230670413  Developing Game Problems                  9  David Silberschatz                            2006   44.35
3004435804895  Introduction to Secure Systems            3  Bob Silberschatz & Jenny Ross                 2011   80.09
0584234723425  Secure Systems                            2  Eve Tanenbaum & Charlie Patterson             2012   30.70
0638973687020  Python Networks                           6  David Patterson                               2008   43.93
7857924623878  Secure Fundamentals                       6  Bob O'Reilly                                  1994   76.36
6201849366073  Python Networks                           9  Frank Quicksilver & Charlie Quicksilver       2017   76.79
4404818672748  Advanced Operating Basics                 1  Eve Lee & Harry O'Reilly                      2015   86.03
9536345778157  Python Security                           8  Bob Kurose & Charlie Lee                      2012   58.60
6032065736880  Hacking Operating Problems                4  Irene Tanenbaum                               2017   81.06
1547028681678  Secure Security                           3  Alice Null                                    1996    4.59
0897713893704  C++ Networks                              6  David Lee & Alice Silberschatz                2017   87.30
0501455359276  Advanced Secure Systems                   1  Bob Tanenbaum & Eve Ross                      1990   43.58
6298257143409  Diving into Secure Networks               8  Eve O'Reilly & Bob Null                       1999   79.29
5628341913984  Operating Systems                         7  Bob Miller & Frank O'Reilly                   1997   79.03
8999864315751  Java Concepts                             8  Bob Patterson & Gerry Kurose                  2003   19.17
4020984669741  Database Fundamentals                     6  Bob Patterson                                 2010   87.08
3381648189411  Developing C++ Security                   4  Bob Null                                      2018   64.52
7764098099622  C++ Fundamentals                          9  Alice Miller                                  2000   63.53
1660813478733  Python Basics                             4  Eve Null                                      2017   62.69
4586420362445  Java Fundamentals                         8  Harry Patterson & Bob Ross                    1996   64.46
0465248589082  Computer Fundamentals                     9  David Null & Alice Ross                       2008   66.44
7754929087309  Game Security                             8  Gerry Silberschatz & Gerry Kurose             2007   54.15
5385473929120  Diving into Operating Concepts            2  David Patterson                               1997   10.26
9137124063193  Mastering Hardware Principles             2  Gerry Ross                                    1997   70.19
2570931373432  Developing Secure Concepts                6  Bob Tanenbaum                                 1998   85.53
9481772456635  Game Security                             1  Frank Silberschatz & Bob O'Reilly             2000   72.92
6127013423242  Diving into Hardware Problems             4  Gerry Kurose & Eve Patterson                  2011   32.63
4932848648786  Web Problems                              2  Eve Patterson & Bob O'Reilly                  1996   54.21
2347646179631  Diving into Web Networks                  8  Gerry Miller & Jenny Lee                      2002   31.80
1394088992062  C++ Basics                                3  Charlie Tanenbaum & Alice Patterson           2007   14.90
5707140163009  Python Concepts                           6  Jenny Patterson                               1991   50.53
3649190694443  Game Security                             3  Harry Quicksilver & David O'Reilly            2006   30.17
7986611082011  Hacking Game Concepts                     9  Irene Kurose & Gerry Kurose                   1993   72.97
8135621505230  Diving into Game Concepts                 8  Harry O'Reilly & Jenny Patterson              1999   92.47
5055640549113  Secure Concepts                           8  David Lee & Eve Lee                           2018   20.98
4479476576561  Game Systems                              5  Gerry Ross & Bob O'Reilly                     2006   90.52
9595336331758  Diving into C++ Problems                  6  Irene Silberschatz & Alice Patterson          2002    4.95
9639062944452  Advanced Computer Principles              8  Charlie Patterson                             1996   21.41
4389267454881  Introduction to Java Principles           4  Irene Lee & Jenny Kurose                      2006   48.37
8980365118095  Diving into Computer Systems              8  Harry Silberschatz & Frank Lee                2008   48.89
1683852027144  Python Fundamentals                       7  Charlie Ross & Harry Ross                     1992    9.61
8694103196777  Developing Java Security                  9  Harry Tanenbaum & Bob Quicksilver             1998   77.61
2862387280892  Secure Networks                           4  Irene Lee                                     2011   52.50
2163105525533  Understanding Game Problems               2  Jenny Kurose & Charlie Quicksilver            2006   70.48
1666366619351  Computer Principles                       2  Charlie Silberschatz                          2008   42.88
7251601138183  Developing Python Principles              6  Jenny O'Reilly                                2006   95.50
3863171243645  Python Networks                           2  Gerry Kurose & Jenny Silberschatz             2013   39.03
3888890575433  Developing Operating Security             6  David Lee                                     2016   52.90
5472182702157  Hardware Networks                         4  Eve Null & Eve Kurose                         2009   99.60
4046351468338  Database Basics                           3  Irene Kurose                                  1990   47.75
0100458575808  Diving into C++ Security                  6  Charlie O'Reilly & Alice Patterson            2012   61.62
4600242751306  Database Basics                           9  Alice Quicksilver                             2013   98.51
6303194712999  Advanced Python Concepts                  4  Bob Lee & Harry Null                          2006   39.40
9282366888345  Diving into Game Basics                   4  Charlie Quicksilver & David Null              1999   46.72
6471979931083  Operating Problems                        6  Harry Kurose                                  2013   20.88
4545209261926  Mastering Operating Problems              7  Irene Patterson                               2015   67.13
9184178258164  Java Concepts                             7  Jenny Tanenbaum                               2012   39.42
2993059950383  Java Fundamentals                         9  Eve Miller                                    2009   36.08
6064245892603  Game Security                             5  Eve Lee                                       2009   65.76
1526877876344  C++ Basics                                5  Alice Miller & Irene Miller                   1992   71.10
2399918758129  Introduction to Operating Principles      9  Eve Silberschatz                              2016   95.67
8383897488106  Developing Python Security                5  Frank Null & Bob O'Reilly                     2013    2.11
7452012939019  Introduction to Web Concepts              9  Jenny Ross                                    1996   65.89
6291966331047  Developing C++ Problems                   1  Alice Quicksilver & Alice Quicksilver         1990    8.90
5178436576723  Hacking Database Systems                  5  Bob Lee & Bob Lee                             2001    2.32
6009820114305  Python Fundamentals                       1  Alice Silberschatz & Irene Miller             2003   96.90
6466692127054  Developing Computer Basics                1  Irene Ross                                    1995   16.59
9990581142042  C++ Problems                              9  Gerry O'Reilly & Eve O'Reilly                 2017   67.49
7293868004898  Game Principles                           6  Gerry Null & Harry Tanenbaum                  2000   22.71
3603470383527  Understanding Secure Networks             4  Bob Kurose                                    2009   81.83
8392362471737  Game Networks                             6  Jenny Ross & Gerry Miller                     1995    7.14
9150647030353  Hardware Problems                         6  Jenny Tanenbaum & Irene Quicksilver           2005   50.28
7111441059288  Hardware Fundamentals                     3  Harry O'Reilly & Bob Ross                     1998    8.81
1353261578469  Hacking Python Basics                     4  Jenny Patterson                               2012   61.16
1845710583027  Introduction to Hardware Problems         3  Frank Null                                    2007    3.83
5624222919809  Advanced Hardware Basics                  1  Frank Lee & Harry Lee                         2015    8.34
8421559237921  Introduction to Secure Basics             5  Frank Null & Jenny Quicksilver                2011   17.73
1603038346532  Introduction to C++ Networks              6  Harry Miller                                  2000   54.34
1748689994891  Operating Systems                         4  Charlie Silberschatz                          1999   45.65
7005157028707  Advanced Hardware Problems                3  Jenny Patterson                               2015   41.85
6513359447972  Hacking Web Problems                      9  Alice Tanenbaum & David Null                  2006   62.87
9287218692517  Understanding Web Systems                 4  David Kurose                                  2000   41.95
3957638731938  Advanced Computer Networks                5  Bob Patterson                                 2012   17.99
0144185489268  Database Problems                         1  David Lee & Bob Tanenbaum                     2001    1.34
9194663492346  C++ Networks                              6  David Miller & Eve Null                       1997   64.46
7536252920014  Developing Web Concepts                   6  Alice Quicksilver                             2000    6.78
9313380077663  Advanced Web Principles                   6  Eve Tanenbaum                                 2011   68.16
7801274932369  Introduction to Operating Systems         6  Gerry Silberschatz & Eve O'Reilly             1997    7.16
1817409497854  Computer Security                         8  Gerry Tanenbaum                               2012   60.94
1774794136956  Introduction to Java Problems             4  Harry Patterson & Jenny O'Reilly              2015   72.10
4174821217355  Web Systems                               8  Charlie Tanenbaum                             2014   74.10
3522582751958  Diving into Web Principles                9  David Tanenbaum & Gerry Tanenbaum             2004   39.92
0115499771862  Introduction to Database Principles       6  Alice Lee                                     1992   59.62
9503955724377  Secure Security                           8  Harry Kurose & David Miller                   1998   17.71
9386637889269  Introduction to C++ Security              5  Jenny Lee                                     2007   51.87
7883483775156  Mastering C++ Principles                  2  David Null                                    1995   33.01
9121175856705  Understanding Database Security           4  Eve Ross                                      2007   80.40
0139712930697  Introduction to Hardware Basics           2  Gerry Null                                    2006   44.07
9142871413182  Hardware Principles                       6  Bob Silberschatz & Alice Patterson            2006   90.51
8734876571736  Diving into Secure Security               8  Alice Quicksilver & Jenny O'Reilly            2011   79.67
5010696268186  Game Principles                           2  Jenny Ross                                    1997   94.78
6868948317441  Game Networks                             8  Gerry Ross & Charlie Lee                      2000   95.06
3724386033536  Hacking Web Basics                        8  David Miller & Alice Tanenbaum                2007   16.51
7980381469587  Web Systems                               3  Harry Tanenbaum                               2010   46.83
6382142902218  Developing Database Problems              3  Charlie O'Reilly & Harry Silberschatz         2000   94.65
0507859066087  Introduction to Computer Basics           7  Charlie Kurose & David Lee                    2018   74.13
4478523117836  Operating Problems                        7  Bob Quicksilver                               1991   53.65
9506473157962  Understanding Game Principles             1  Irene Null                                    2003   75.29
7002754163836  Web Basics                                2  Jenny Silberschatz & Charlie Silberschatz     1997   39.71
6108219125542  Mastering Secure Problems                 3  Charlie Quicksilver                           2018   96.64
1610961500121  Python Basics                             1  Eve Patterson & David Patterson               2010   86.14
2926638240412  Understanding Game Basics                 4  Irene O'Reilly                                2008   83.83
4758088988983  Introduction to Python Fundamentals       2  Bob Miller                                    1990    0.81
2298374485853  Web Problems                              1  David Patterson & Charlie Tanenbaum           2011   79.87
4672326798780  Developing Database Fundamentals          6  David Ross                                    1999   74.51
4553505459036  Secure Systems                            3  Eve Ross                                      2008   27.37
7932521345962  Understanding Java Problems               6  Frank Patterson & Harry Null                  2012   48.11
5261812701899  Java Basics                               5  Harry Patterson & Jenny Quicksilver           2014   32.43
4846315023014  Developing Game Networks                  8  Irene Null & David Kurose                     2004   81.62
3826551092509  Game Concepts                             8  Alice Tanenbaum                               2002   70.95
3437356958586  C++ Security                              4  Harry Silberschatz                            2001   80.88
6541280281331  Mastering Computer Basics                 3  Eve Lee                                       2010   66.69
2007944199922  Mastering Computer Basics                 4  Frank Ross                                    2014   75.19
6206019066348  Understanding Computer Concepts           4  Irene Quicksilver                             1991   33.83
6581869263537  Web Principles                            4  Bob Silberschatz & Frank Kurose               2011   42.87
8262884068745  Diving into Web Systems                   7  Bob O'Reilly                                  2001   87.64
8282601630803  Game Concepts                             2  Eve Ross                                      2016   53.37
3691266935656  Advanced Computer Fundamentals            1  Frank Miller                                  1991   81.21
1452600346221  Mastering Database Fundamentals           8  Bob Lee & Bob Miller                          1995   13.50
4282832511428  Developing Web Principles                 4  Frank Quicksilver & Bob Patterson             2005   78.83
0586974886353  C++ Concepts                              1  Harry Patterson & Irene Ross                  2002   89.97
4186104880013  Web Networks                              8  Jenny Null                                    2013   29.09
2994132685927  Understanding Java Fundamentals           7  Harry Patterson                               1991   97.05
2641392057533  Database Fundamentals                     5  Harry Null & Frank Miller                     2005   94.25
8168253637251  Computer Systems                          8  Bob Null                                      2009   29.66
4678519728766  Computer Networks                         7  Irene Miller & Irene Lee                      2011   72.63
2332763311636  Database Concepts                         8  Frank Tanenbaum & Alice Quicksilver           2015    3.84
9919783345998  Advanced Game Concepts                    1  David Quicksilver & Gerry Miller              2012   40.98
3507664719772  Database Systems                          3  Jenny Kurose & David Patterson                1992   82.18
8905798740017  Hacking Computer Basics                   3  Bob Patterson & David Quicksilver             1998    5.05
7967231937620  Java Networks                             3  Eve Silberschatz                              1995   19.53
3652508312422  Mastering Hardware Fundamentals           3  Frank Lee & Eve O'Reilly                      1994   36.60
8799915994304  Web Basics                                9  David Tanenbaum                               2016   21.47
7424464951691  Game Concepts                             2  Alice Patterson & Eve Miller                  1995   36.28
3499032001001  Introduction to Database Basics           7  Bob Lee                                       2008   37.32
8221222423548  Hacking Operating Fundamentals            8  Gerry Tanenbaum                               2011    2.85
4238744927195  Web Principles                            8  Gerry O'Reilly                                1990   27.63
4486029042048  Hardware Fundamentals                     8  Charlie Silberschatz                          1992   22.17
6820551151950  C++ Security                              5  David Silberschatz                            1993   90.63
3109237750461  Understanding Game Security               3  Harry Quicksilver                             2018   62.89
9498885225150  Java Principles                           8  Frank Silberschatz & Harry Quicksilver        1990   76.58
6959717033593  Introduction to Database Security         4  Eve Null & Charlie Quicksilver                1991   51.13
6306399177639  Mastering Operating Fundamentals          3  David Silberschatz & Eve Null                 2011   24.49
2698516653231  Diving into Secure Security               4  David Null                                    2003   70.38
4270333674685  Introduction to Java Systems              8  David Lee & Gerry Null                        2016   68.88
5112231923589  Advanced Game Problems                    6  Irene Tanenbaum & David Miller                1993   92.00
2202588659613  Hacking Web Systems                       4  Frank Tanenbaum & Frank Null                  1998   61.16
3105021163245  Operating Principles                      5  Gerry Null                                    1997   67.50
8570659980971  Diving into Hardware Problems             5  Bob Null & Gerry Patterson                    1996   93.13
5179488250254  Python Problems                           1  Bob Patterson & Gerry Ross                    2005   39.64
3804207037880  Understanding Computer Fundamentals       7  Jenny O'Reilly                                1994   78.09
3291028751661  Database Principles                       9  Irene Quicksilver & Irene Lee                 2013   52.45
9288568260327  Diving into Python Concepts               7  Alice Lee                                     1996   73.81
7729049923130  Database Systems                          5  Jenny Quicksilver & Bob Null                  2001   92.57
1936126520478  Understanding C++ Concepts                2  Irene Kurose                                  2016   90.86
7310346123165  Introduction to Game Problems             5  Jenny Miller & Gerry Tanenbaum                2005   28.78
1659479883538  C++ Basics                                8  Gerry O'Reilly                                2017   65.28
3665580211529  Developing Secure Networks                3  Frank Quicksilver                             1990   26.67
7698966586095  Diving into Database Concepts             6  David Patterson & Frank Ross                  2002   75.76
6107194135917  Mastering C++ Fundamentals                6  Charlie Silberschatz                          2013   91.65
9041156505883  Java Systems                              3  Charlie Kurose & Gerry Silberschatz           2005    7.00
0862481600025  Database Fundamentals                     5  Charlie Quicksilver & Harry Quicksilver       1996    6.49
7169398167648  Understanding Operating Concepts          8  Harry Kurose & Charlie Quicksilver            2006   85.78
5641970666437  Game Basics                               6  Alice Quicksilver & Eve Silberschatz          2017    8.01
0144943958506  Understanding Hardware Networks           3  Charlie Ross                                  1997   94.35
7224862054704  Advanced Computer Principles              8  David Null                                    2012   79.15
0006490260015  Developing Operating Fundamentals         1  David Miller & Charlie Lee                    2014    3.13
2331144997822  Understanding Computer Systems            3  Charlie Ross & Frank Quicksilver              1999   69.05
1892695386234  Hacking Computer Principles               3  Bob Patterson                                 2008   62.45
4144515874553  Hacking Hardware Concepts                 8  David Ross                                    1992   45.26
0893621063998  Hardware Basics                           1  Alice Lee                                     1999   32.41
9325977603429  C++ Networks                              6  Harry Kurose                                  1999   66.34
5374663801559  Introduction to Java Fundamentals         5  Jenny Quicksilver & Alice Lee                 2000   84.81
4717995905945  Advanced C++ Fundamentals                 8  Gerry Quicksilver                             2008   16.31
6077716715646  Secure Networks                           6  Gerry Patterson                               2004   54.26
2089648449090  Diving into Operating Principles          7  David Null & Frank Kurose                     2018   95.56
1539935300593  Developing C++ Problems                   5  Irene Silberschatz & Frank Tanenbaum          2006   88.98
6445066876539  Introduction to Database Systems          4  Bob Silberschatz & Bob Tanenbaum              2003   29.03
9228732246260  Introduction to Python Principles         2  Harry Lee & David Tanenbaum                   1996   30.93
1707104823377  Hacking Python Principles                 2  Irene Ross                                    2017   12.34
8798575212455  Computer Security                         4  David Null & Gerry Kurose                     2007   43.37
3462640576152  Database Fundamentals                     4  Charlie Quicksilver & Bob Ross                2004   71.79
7080920261009  Web Principles                            5  Alice Tanenbaum & Charlie Null                1998    8.38
6027526570254  Advanced Web Basics                       7  David Patterson & David Tanenbaum             2000   64.06
4489270582990  Web Basics                                9  David Null                                    2018   86.18
9761641781398  Java Security                             8  Gerry Kurose & Gerry Null                     2007    3.24
6218219439257  Mastering Secure Systems                  4  Alice Patterson                               1999   72.64
0764677800872  Introduction to Python Concepts           4  David Silberschatz                            2006    4.49
8560189977757  Secure Systems                            7  Jenny Patterson & Bob Silberschatz            1993   19.81
3206537681449  Advanced Operating Concepts               6  Gerry Lee                                     2001   74.48
2529308288950  C++ Problems                              2  Gerry Tanenbaum                               2000   70.53
7043741081068  Advanced Web Security                     8  Eve Ross & Alice Ross                         1990   85.36
5465711323205  Java Networks                             3  Harry Kurose                                  1991   71.04
0624440449389  Web Principles                            7  Eve O'Reilly & Gerry Miller                   2003   22.38
8306703431760  Hacking Database Concepts                 3  Harry Tanenbaum                               2010   53.49
4567883266693  Introduction to Game Fundamentals         3  Gerry O'Reilly & Alice O'Reilly               1996   99.32
7403258994637  Understanding Java Fundamentals           8  Bob O'Reilly & Bob Miller                     2000   85.80
6931490134076  Introduction to Computer Systems          2  Charlie Null                                  2017   93.57
0381982956637  Game Security                             5  Jenny Silberschatz                            2008   88.61
8581178242180  Understanding Secure Systems              6  Eve Miller                                    2001   37.04
7578391383841  Operating Fundamentals                    4  Charlie Kurose                                2018   83.58
0317164692408  Understanding Python Fundamentals         6  Irene Null                                    2007   43.94
7303711257937  Advanced C++ Fundamentals                 2  Bob Quicksilver & Bob Tanenbaum               1997   39.55
1336232346922  Understanding Python Basics               3  Frank Quicksilver & Bob Tanenbaum             2018   70.97
3613501339833  Diving into Operating Networks            2  Bob Null & Charlie Silberschatz               2009   35.68
6505364425149  Understanding Operating Principles        5  Jenny Silberschatz                            2014   61.49
3619484348387  Secure Systems                            2  Bob Ross & Frank Null                         1995   96.98
3048251901240  Mastering Python Security                 6  Jenny Patterson                               2015   88.12
8278353435802  Operating Networks                        1  Jenny Lee                                     2005   67.97
0782357413733  Hacking Python Concepts                   7  Frank Silberschatz & Jenny Miller             2007   22.53
3855500077634  Game Fundamentals                         2  Frank Null                                    1997   87.53
8065616785098  Introduction to Database Systems          4  Irene O'Reilly                                1997   45.37
1872764179734  Introduction to Game Concepts             7  David Patterson                               2000   11.21
7182118308604  Secure Concepts                           6  Bob Ross & Bob Quicksilver                    1992   97.78
9421995877488  Diving into Computer Basics               8  Irene Quicksilver & Harry Ross                2010   66.85
8014988058477  Web Principles                            8  Jenny Patterson                               1999   23.70
4865500343682  Diving into Python Concepts               8  Irene Lee & Bob Patterson                     2005   26.50
8363128816821  Python Basics                             8  David Patterson & David Silberschatz          1997    7.86
1409178385728  Computer Basics                           9  Jenny Silberschatz                            1993   89.75
5838658912649  Database Concepts                         6  Charlie Kurose                                2009   10.24
0581752166368  Developing Computer Concepts              8  Jenny Tanenbaum & David Silberschatz          2015   68.00
1431772609425  Java Fundamentals                         5  Harry Kurose & Alice O'Reilly                 2010   61.47
9538559453893  Diving into Web Systems                   9  Gerry Patterson & Irene Silberschatz          1991   65.03
6779170564715  Understanding Web Principles              7  Jenny Ross & Harry O'Reilly                   2007   96.18
5410226408219  Web Concepts                              2  Alice O'Reilly & Gerry Null                   2007   79.99
2023347953570  Developing C++ Networks                   8  Frank Quicksilver                             1995   12.86
4318808484872  Introduction to Operating Systems         6  Gerry Ross & David Patterson                  2014   23.82
5192167085841  Understanding Game Networks               4  Jenny Ross & David Ross                       2010   73.17
0775899357543  Operating Concepts                        6  Charlie Silberschatz                          2000   64.16
9987790938259  Mastering Java Problems                   1  Alice Miller                                  1990   37.85
5729638122794  Advanced C++ Systems                      9  Harry Null & Harry Ross                       1996   24.85
6300559555635  Introduction to Java Fundamentals         5  Eve Miller & Alice Quicksilver                2011   61.24
3692416275759  Operating Networks                        8  Irene Null                                    2010   67.09
2089341817629  Hacking Python Problems                   7  Bob Lee & Irene Quicksilver                   1998   62.24
7878341039490  Operating Systems                         6  Alice Silberschatz                            2016   65.36
5533438076134  Hardware Basics                           6  David Ross & Gerry Null                       2010   58.99
4609013028340  Secure Principles                         8  Bob O'Reilly                                  1992   61.14
2146645497484  Understanding Game Principles             2  Harry Null & Harry Lee                        2010    0.91
0193925494628  C++ Systems                               9  David Ross                                    2014   96.34
6232268876199  Mastering Operating Basics                5  Jenny Null                                    1990   85.96
0339012311128  Diving into Computer Systems              7  Jenny Quicksilver & Irene Lee                 2011   81.75
8832333531874  Web Problems                              9  Harry Patterson                               2011   78.77
0824283163622  Python Concepts                           9  Charlie Lee & Harry Ross                      2000   93.69
2476106045748  Game Concepts                             3  Charlie Miller                                2000   64.55
9140655644073  Secure Basics                             6  Irene Silberschatz                            1994   25.45
6951013832992  Understanding Python Security             2  Jenny Patterson & Charlie Tanenbaum           2001   94.05
1061166811243  Python Principles                         3  Eve Quicksilver & Jenny Patterson             1991   42.63
7415120786156  Advanced Hardware Security                1  Alice Ross & Gerry Silberschatz               1997   39.52
3254671410571  Hardware Principles                       9  David Null                                    2018   56.40
4158572861449  Game Problems                             1  Jenny Null                                    2003   68.45
9739092372734  Hacking Operating Concepts                4  Gerry Ross                                    1992   41.79
2745453697172  Java Concepts                             8  Eve Tanenbaum & Eve Quicksilver               2005   38.34
7819880386044  Web Systems                               1  David Tanenbaum                               2016   54.61
4658839091325  Computer Systems                          4  Harry O'Reilly                                1992   97.47
6240844496058  Web Fundamentals                          7  Charlie Kurose                                2017   75.65
6279633811466  Computer Networks                         9  Irene Lee                                     2009    2.58
3033742969834  Introduction to Python Networks           1  Jenny Null & Eve Quicksilver                  2018   69.72
6794443705105  Mastering Python Systems                  2  Gerry Tanenbaum                               1999   84.19
5934121373714  Introduction to Computer Networks         2  Jenny Tanenbaum & Irene Tanenbaum             1996   89.78
9874597331215  Operating Systems                         9  Jenny Silberschatz & Eve Tanenbaum            1998   72.15
6622370906890  Advanced Operating Concepts               4  Irene Tanenbaum                               1994   37.80
0450863972810  Computer Security                         3  Frank Miller & Harry Lee                      2011   52.97
4607069462658  Advanced C++ Basics                       4  David Quicksilver                             2017   45.47
7458310543699  Java Fundamentals                         8  Gerry Lee & Irene Ross                        2012   28.48
